Company,Product,TypeName,Inches,Ram,OS,Weight,Price_euros,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model
Dell,"Latitude 5580",Notebook,15.6,8,"Windows 10",1.9,1008.52,Standard,1366,768,No,No,No,Intel,2.6,"Core i5 7300U",500,0,HDD,No,Intel,"HD Graphics 620"
Dell,"Latitude 5580",Notebook,15.6,16,"Windows 10",1.93,1537.39,"Full HD",1920,1080,No,No,No,Intel,2.8,"Core i7 7600U",256,0,SSD,No,Nvidia,"GeForce 930MX"
Dell,"Chromebook 11",Netbook,11.6,4,"Chrome OS",1.26,295,Standard,1366,768,No,No,No,Intel,1.6,"Celeron Dual Core N3060",16,0,"Flash Storage",No,Intel,"HD Graphics 400"
Dell,"Inspiron 3179","2 in 1 Convertible",11.6,4,"Windows 10",1.39,603,Standard,1366,768,Yes,No,No,Intel,1,"Core M 7Y30",128,0,SSD,No,Intel,"HD Graphics 615"
Dell,"Latitude 5289","2 in 1 Convertible",12.5,8,"Windows 10",1.34,1670,"Full HD",1920,1080,Yes,No,No,Intel,2.5,"Core i5 7200U",256,0,SSD,No,Intel,"HD Graphics 620"
Dell,"Precision 3520",Workstation,15.6,8,"Windows 10",2.06,1763,"Full HD",1920,1080,Yes,No,No,Intel,2.8,"Core i7 7700HQ",256,0,SSD,No,Nvidia,"Quadro M620"
Dell,"Vostro 3568",Notebook,15.6,4,Linux,2.18,465,Standard,1366,768,No,No,No,Intel,2,"Core i3 6006U",1024,0,HDD,No,AMD,"Radeon R5 M420"
Dell,"Inspiron 7559",Gaming,15.6,16,"Windows 10",2.59,879.01,"Full HD",1920,1080,No,No,No,Intel,2.6,"Core i7 6700HQ",1024,0,HDD,No,Nvidia,"GeForce GTX 960<U+039C>"
Dell,"Vostro 3568",Notebook,15.6,4,Linux,2.18,443.9,Standard,1366,768,No,No,No,Intel,2,"Core i3 6006U",1024,0,HDD,No,Intel,"HD Graphics 520"
Dell,"Inspiron 3567",Notebook,15.6,4,Linux,2.25,359,Standard,1366,768,No,No,No,Intel,2,"Core i3 6006U",1024,0,HDD,No,Intel,"HD Graphics 520"
Dell,"Latitude 5580",Notebook,15.6,4,Linux,1.93,869,Standard,1366,768,No,No,No,Intel,2.6,"Core i5 7300U",500,0,HDD,No,Intel,"HD Graphics 620"
Dell,"Vostro 3568",Notebook,15.6,4,Linux,2.18,569,"Full HD",1920,1080,No,No,No,Intel,2.5,"Core i5 7200U",128,0,SSD,No,AMD,"Radeon R5 M420"
Dell,"Inspiron 5570",Notebook,15.6,4,"Windows 10",2.2,776,"Full HD",1920,1080,No,No,No,Intel,1.6,"Core i5 8250U",1024,0,HDD,No,AMD,"Radeon 530"
Dell,"XPS 15",Notebook,15.6,8,"Windows 10",2,1820,"Full HD",1920,1080,No,No,No,Intel,2.8,"Core i7 7700HQ",256,0,SSD,No,Nvidia,"GeForce GTX 1050"
Dell,"Inspiron 7567",Gaming,15.6,16,"Windows 10",2.62,1479,"Full HD",1920,1080,No,No,No,Intel,2.8,"Core i7 7700HQ",256,1024,SSD,HDD,Nvidia,"GeForce GTX 1050 Ti"
Dell,"XPS 13",Ultrabook,13.3,8,"Windows 10",1.23,1869,"Quad HD+",3200,1800,Yes,No,No,Intel,1.6,"Core i5 8250U",256,0,SSD,No,Intel,"UHD Graphics 620"
Dell,"XPS 15",Notebook,15.6,16,"Windows 10",2.06,2399,"4K Ultra HD",3840,2160,Yes,No,No,Intel,2.8,"Core i7 7700HQ",1024,0,SSD,No,Nvidia,"GeForce GTX 1050"
Dell,"XPS 13",Ultrabook,13.3,8,"Windows 10",1.2,1449.9,"Full HD",1920,1080,No,No,No,Intel,1.6,"Core i5 8250U",256,0,SSD,No,Intel,"UHD Graphics 620"
Dell,"Inspiron 5570",Notebook,15.6,8,"Windows 10",2.2,919,"Full HD",1920,1080,No,No,No,Intel,1.8,"Core i7 8550U",256,0,SSD,No,AMD,"Radeon 530"
Dell,"Inspiron 5570",Notebook,15.6,16,"Windows 10",2.2,1135,"Full HD",1920,1080,No,No,No,Intel,1.8,"Core i7 8550U",256,2048,SSD,HDD,AMD,"Radeon 530"
Dell,"Alienware 17",Gaming,17.3,32,"Windows 10",4.42,3147.37,"4K Ultra HD",3840,2160,No,Yes,No,Intel,2.8,"Core i7 7700HQ",512,1024,SSD,HDD,Nvidia,"GeForce GTX 1070"
Dell,"Latitude E7470",Notebook,14,8,"Windows 10",1.56,1229,"Full HD",1920,1080,No,No,No,Intel,2.4,"Core i5 6300U",256,0,SSD,No,Intel,"HD Graphics 520"
Dell,"Latitude 3580",Notebook,15.6,8,"Windows 10",2.06,955,"Full HD",1920,1080,No,No,No,Intel,2.5,"Core i5 7200U",1024,0,HDD,No,Intel,"HD Graphics 620"
Dell,"Alienware 15",Gaming,15.6,16,"Windows 10",3.21,2051,"Full HD",1920,1080,No,No,No,Intel,2.5,"Core i5 7300HQ",128,1024,SSD,HDD,Nvidia,"GeForce GTX 1060"
Dell,"Alienware 15",Gaming,15.6,16,"Windows 10",3.49,2813.75,"Full HD",1920,1080,No,No,No,Intel,2.9,"Core i7 7820HK",256,1024,SSD,HDD,Nvidia,"GeForce GTX 1070"
Dell,"Inspiron 3567",Notebook,15.6,4,"Windows 10",2.2,545.67,Standard,1366,768,No,No,No,Intel,2,"Core i3 6006U",1024,0,HDD,No,AMD,"Radeon R5 M430"
Dell,"Inspiron 5577",Gaming,15.6,8,"Windows 10",2.56,819,"Full HD",1920,1080,No,No,No,Intel,2.5,"Core i5 7300HQ",1024,0,HDD,No,Nvidia,"GeForce GTX 1050"
Dell,"Vostro 5568",Notebook,15.6,8,"Windows 10",2.18,795,"Full HD",1920,1080,No,No,No,Intel,2.5,"Core i5 7200U",256,0,SSD,No,Intel,"HD Graphics 620"
Dell,"Latitude 5480",Notebook,14,8,Linux,1.64,1089,"Full HD",1920,1080,No,No,No,Intel,2.8,"Core i5 7440HQ",256,0,SSD,No,Nvidia,"GeForce 930MX"
Dell,"Vostro 5568",Notebook,15.6,8,Linux,1.98,726,"Full HD",1920,1080,No,No,No,Intel,2.5,"Core i5 7200U",1024,0,HDD,No,Intel,"HD Graphics 620"
Dell,"Latitude 5580",Notebook,15.6,16,"Windows 10",1.93,1426.66,"Full HD",1920,1080,No,No,No,Intel,2.6,"Core i5 7300U",512,0,SSD,No,Intel,"HD Graphics 620"
Dell,"Latitude 5580",Notebook,15.6,8,"Windows 10",1.9,1179,"Full HD",1920,1080,No,No,No,Intel,2.6,"Core i5 7300U",256,0,SSD,No,Intel,"HD Graphics 620"
Dell,"Alienware 17",Gaming,17.3,32,"Windows 10",4.36,3659.4,"4K Ultra HD",3840,2160,No,No,No,Intel,2.8,"Core i7 7700HQ",1024,1024,SSD,HDD,Nvidia,"GeForce GTX 1070"
Dell,"Inspiron 5570",Notebook,15.6,8,"Windows 10",2.2,719,"Full HD",1920,1080,No,No,No,Intel,1.6,"Core i5 8250U",128,1024,SSD,HDD,AMD,"Radeon 530"
Dell,"Inspiron 5378","2 in 1 Convertible",13.3,4,"Windows 10",1.71,649,"Full HD",1920,1080,Yes,No,No,Intel,2.4,"Core i3 7100U",1024,0,HDD,No,Intel,"HD Graphics 620"
Dell,"Inspiron 5567",Notebook,15.6,8,Linux,2.32,589.52,Standard,1366,768,No,No,No,Intel,2.5,"Core i5 7200U",1024,0,HDD,No,AMD,"Radeon R7 M445"
Dell,"Inspiron 3567",Notebook,15.6,12,"Windows 10",2.25,649,Standard,1366,768,No,No,No,Intel,2.5,"Core i5 7200U",1024,0,HDD,No,Intel,"HD Graphics 620"
Dell,"Inspiron 5379","2 in 1 Convertible",13.3,8,"Windows 10",1.55,659,"Full HD",1920,1080,Yes,No,No,Intel,1.6,"Core i5 8250U",1024,0,HDD,No,Intel,"UHD Graphics 620"
Dell,"Inspiron 7560",Notebook,15.6,8,"Windows 10",2,1207,"Full HD",1920,1080,No,No,No,Intel,2.7,"Core i7 7500U",128,1024,SSD,HDD,Nvidia,"GeForce 940MX"
Dell,"Vostro 3568",Notebook,15.6,8,"Windows 10",2,665,Standard,1366,768,No,No,No,Intel,2,"Core i3 6006U",256,0,SSD,No,Intel,"HD Graphics 520"
Dell,"Latitude 5480",Notebook,14,8,"Windows 10",1.6,1126.71,Standard,1366,768,No,No,No,Intel,2.5,"Core i5 7200U",256,0,SSD,No,Intel,"HD Graphics 620"
Dell,"Alienware 17",Gaming,15.6,16,"Windows 10",4.42,2868.99,"4K Ultra HD",3840,2160,No,Yes,No,Intel,2.8,"Core i7 7700HQ",256,1024,SSD,HDD,Nvidia,"GeForce GTX 1070"
Dell,"Latitude 7280",Ultrabook,12.5,16,"Windows 10",1.18,1859,"Full HD",1920,1080,No,No,No,Intel,2.8,"Core i7 7600U",256,0,SSD,No,Intel,"HD Graphics 620"
Dell,"Latitude 3380",Notebook,13.3,4,"Windows 10",1.65,849,Standard,1366,768,No,No,No,Intel,2,"Core i3 6006U",500,0,HDD,No,Intel,"HD Graphics 520"
Dell,"Inspiron 7559",Gaming,15.6,16,"Windows 10",2.72,1099,"4K Ultra HD",3840,2160,Yes,Yes,No,Intel,2.6,"Core i7 6700HQ",128,1024,SSD,HDD,Nvidia,"GeForce GTX 960M"
Dell,"Inspiron 5567",Notebook,15.6,16,"Windows 10",2.3,1181.27,"Full HD",1920,1080,No,No,No,Intel,2.7,"Core i7 7500U",256,0,SSD,No,AMD,"Radeon R7 M445"
Dell,"Inspiron 7567",Gaming,15.6,8,"Windows 10",2.62,1099,"Full HD",1920,1080,No,No,No,Intel,2.8,"Core i7 7700HQ",1024,0,HDD,No,Nvidia,"GeForce GTX 1050"
Dell,"Alienware 17",Gaming,17.3,32,"Windows 10",4.42,3588.8,"Full HD",1920,1080,No,Yes,No,Intel,2.8,"Core i7 7700HQ",1024,1024,SSD,HDD,Nvidia,"GeForce GTX 1070M"
Dell,"Inspiron 7567",Gaming,15.6,8,"Windows 10",2.62,985,"Full HD",1920,1080,No,No,No,Intel,2.5,"Core i5 7300HQ",256,0,SSD,No,Nvidia,"GeForce GTX 1050"
Dell,"Latitude 3580",Notebook,15.6,8,"Windows 10",1.95,810,Standard,1366,768,No,No,No,Intel,2.5,"Core i5 7200U",128,0,SSD,No,Intel,"HD Graphics 620"
Dell,"Vostro 5568",Notebook,15.6,8,"Windows 10",2,739,"Full HD",1920,1080,No,No,No,Intel,2,"Core i3 6006U",256,0,SSD,No,AMD,"Radeon R5 M420X"
Dell,"XPS 13",Ultrabook,13.3,8,"Windows 10",1.29,1499,"Full HD",1920,1080,No,No,No,Intel,2.5,"Core i5 7200U",256,0,SSD,No,Intel,"HD Graphics 620"
Dell,"XPS 15",Notebook,15.6,8,"Windows 10",2.06,1749,"4K Ultra HD",3840,2160,Yes,No,No,Intel,2.5,"Core i5 7300HQ",256,0,SSD,No,Nvidia,"GeForce GTX 1050"
Dell,"Latitude 3180",Netbook,11.6,4,"Windows 10",1.63,744,Standard,1366,768,No,No,No,Intel,1.1,"Pentium Quad Core N4200",128,0,SSD,No,Intel,"HD Graphics 505"
Dell,"Inspiron 7567",Gaming,15.6,16,"Windows 10",2.62,1679,"4K Ultra HD",3840,2160,No,No,No,Intel,2.8,"Core i7 7700HQ",512,0,SSD,No,Nvidia,"GeForce GTX 1050 Ti"
Dell,"Vostro 5568",Notebook,15.6,8,"Windows 10",1.98,961,"Full HD",1920,1080,No,No,No,Intel,2.7,"Core i7 7500U",1024,0,HDD,No,Nvidia,"GeForce GT 940MX"
Dell,"Vostro 3568",Notebook,15.6,8,"Windows 10",2.18,789.81,"Full HD",1920,1080,No,No,No,Intel,2.5,"Core i5 7200U",256,0,SSD,No,AMD,"Radeon R5 M420"
Dell,"Alienware 17",Gaming,17.3,16,"Windows 10",4.36,2505.02,"Full HD",1920,1080,No,Yes,No,Intel,2.8,"Core i7 7700HQ",128,1024,SSD,HDD,Nvidia,"GeForce GTX 1060"
Dell,"Latitude 3480",Notebook,14,4,"Windows 10",1.76,755,Standard,1366,768,No,No,No,Intel,2.3,"Core i5 6200U",500,0,HDD,No,Intel,"HD Graphics 520"
Dell,"Latitude 3480",Notebook,14,4,"Windows 10",1.76,585,Standard,1366,768,No,No,No,Intel,2,"Core i3 6006U",500,0,HDD,No,Intel,"HD Graphics 520"
Dell,"Alienware 15",Gaming,15.6,16,"Windows 10",3.21,2774.63,"Full HD",1920,1080,No,No,No,Intel,2.8,"Core i7 7700HQ",256,1024,SSD,HDD,Nvidia,"GeForce GTX 1070"
Dell,"Alienware 17",Gaming,17.3,32,"Windows 10",4.42,3072.89,"Full HD",1920,1080,No,Yes,No,Intel,2.8,"Core i7 7700HQ",512,1024,SSD,HDD,Nvidia,"GeForce GTX 1070"
Dell,"Vostro 3568",Notebook,15.6,8,"Windows 10",2.18,713.99,Standard,1366,768,No,No,No,Intel,2.5,"Core i5 7200U",128,0,SSD,No,Intel,"HD Graphics 620"
Dell,"Vostro 3568",Notebook,15.6,4,"Windows 10",2.18,739,"Full HD",1920,1080,No,No,No,Intel,2.7,"Core i7 7500U",256,0,SSD,No,AMD,"Radeon R5 M420"
Dell,"Inspiron 5767",Notebook,17.3,8,Linux,2.83,865,"Full HD",1920,1080,No,No,No,Intel,2.7,"Core i7 7500U",1024,0,HDD,No,AMD,"Radeon R7 M445"
Dell,"Latitude 5580",Notebook,15.6,8,"Windows 10",1.9,945,"Full HD",1920,1080,No,No,No,Intel,2.5,"Core i5 7200U",128,0,SSD,No,Intel,"HD Graphics 620"
Dell,"Inspiron 5368",Notebook,13.3,8,"Windows 10",1.62,649,"Full HD",1920,1080,Yes,No,No,Intel,2.3,"Core i5 6200U",1024,0,HDD,No,Intel,"HD Graphics 520"
Dell,"XPS 13",Ultrabook,13.3,16,"Windows 10",1.29,2240,"Quad HD+",3200,1800,Yes,No,No,Intel,2.5,"Core i7 7660U",512,0,SSD,No,Intel,"Iris Plus Graphics 640"
Dell,"Precision 3520",Workstation,15.6,8,"Windows 10",2.23,1778,"Full HD",1920,1080,No,No,No,Intel,2.8,"Core i7 7700HQ",1024,0,HDD,No,Nvidia,"Quadro M620"
Dell,"Latitude 7280",Ultrabook,12.5,8,"Windows 10",1.6,1690,"Full HD",1920,1080,No,No,No,Intel,2.8,"Core i7 7600U",256,0,SSD,No,Intel,"HD Graphics 620"
Dell,"Vostro 5568",Notebook,15.6,4,"Windows 10",2.18,912.5,"Full HD",1920,1080,No,No,No,Intel,2.5,"Core i5 7200U",128,1024,SSD,HDD,Nvidia,"GeForce 940MX"
Dell,"Inspiron 3552",Notebook,15.6,4,"Windows 10",2.2,369,Standard,1366,768,No,No,No,Intel,1.6,"Pentium Quad Core N3710",500,0,HDD,No,Intel,"HD Graphics"
Dell,"Vostro 3568",Notebook,15.6,4,Linux,2.18,455.7,Standard,1366,768,No,No,No,Intel,2,"Core i3 6006U",1024,0,HDD,No,AMD,"Radeon R5 M420X"
Dell,"Inspiron 7567",Gaming,15.6,8,Linux,2.62,929,"Full HD",1920,1080,No,No,No,Intel,2.8,"Core i7 7700HQ",1024,0,HDD,No,Nvidia,"GeForce GTX 1050Ti"
Dell,"Vostro 3568",Notebook,15.6,4,"Windows 10",2.18,614,Standard,1366,768,No,No,No,Intel,2,"Core i3 6006U",1024,0,HDD,No,AMD,"Radeon R5 M420X"
Dell,"Latitude 5580",Notebook,15.6,8,"Windows 10",1.9,935,"Full HD",1920,1080,No,No,No,Intel,2.6,"Core i5 7300U",500,0,HDD,No,Intel,"HD Graphics 620"
Dell,"XPS 13","2 in 1 Convertible",13.3,8,"Windows 10",1.24,2013.1,"Quad HD+",3200,1800,Yes,No,No,Intel,1.3,"Core i7 7Y75",512,0,SSD,No,Intel,"HD Graphics 615"
Dell,"XPS 13","2 in 1 Convertible",13.3,16,"Windows 10",1.22,1649,"Full HD",1920,1080,Yes,No,No,Intel,1.3,"Core i7 7Y75",256,0,SSD,No,Intel,"HD Graphics 615"
Dell,"Latitude 5480",Notebook,14,8,"Windows 10",1.6,1205,"Full HD",1920,1080,No,No,No,Intel,2.8,"Core i5 7440HQ",256,0,SSD,No,Intel,"HD Graphics 620"
Dell,"Inspiron 7567",Gaming,15.6,16,"Windows 10",2.6,1349,"Full HD",1920,1080,No,No,No,Intel,2.8,"Core i7 7700HQ",128,1024,SSD,HDD,Nvidia,"GeForce GTX 1050 Ti"
Dell,"Vostro 3568",Notebook,15.6,4,"Windows 10",2.18,684.99,Standard,1366,768,No,No,No,Intel,2.5,"Core i5 7200U",1024,0,HDD,No,AMD,"Radeon R5 M420"
Dell,"Latitude 3580",Notebook,15.6,4,"Windows 10",1.95,729.9,Standard,1366,768,No,No,No,Intel,2.3,"Core i5 6200U",500,0,HDD,No,Intel,"HD Graphics 520"
Dell,"Vostro 3568",Notebook,15.6,4,"Windows 10",2.18,708.06,Standard,1366,768,No,No,No,Intel,2.5,"Core i5 7200U",1024,0,HDD,No,Intel,"HD Graphics 620"
Dell,"Vostro 3568",Notebook,15.6,4,"Windows 10",2.18,558.6,Standard,1366,768,No,No,No,Intel,2,"Core i3 6006U",1024,0,HDD,No,Intel,"HD Graphics 520"
Dell,"Latitude 7480",Ultrabook,14,8,"Windows 10",1.36,1639,"Full HD",1920,1080,No,No,No,Intel,2.5,"Core i5 7200U",256,0,SSD,No,Intel,"HD Graphics 620"
Dell,"Alienware 17",Gaming,17.3,16,"Windows 10",4.36,2758,Standard,2560,1440,No,No,No,Intel,2.7,"Core i7 6820HK",512,1024,SSD,HDD,Nvidia,"GeForce GTX 1080"
Dell,"Latitude 7280",Ultrabook,12.5,8,"Windows 10",1.36,1472.2,"Full HD",1920,1080,Yes,No,No,Intel,2.5,"Core i5 7200U",256,0,SSD,No,Intel,"HD Graphics"
Dell,"Insprion 5767",Notebook,17.3,4,"Windows 10",2.36,659,Standard,1600,900,No,No,No,Intel,2,"Core i3 6006U",1024,0,HDD,No,AMD,"Radeon R7 M445"
Dell,"Latitude 7480",Ultrabook,14,8,"Windows 10",1.36,1775,"Full HD",1920,1080,No,No,No,Intel,2.8,"Core i7 7600U",256,0,SSD,No,Intel,"HD Graphics 620"
Dell,"Alienware 17",Gaming,17.3,16,"Windows 10",4.36,3154,"4K Ultra HD",3840,2160,No,Yes,No,Intel,2.8,"Core i7 7700HQ",512,1024,SSD,HDD,Nvidia,"GeForce GTX 1070"
Dell,"XPS 13","2 in 1 Convertible",13.3,8,"Windows 10",1.24,1899,"Full HD",1920,1080,Yes,No,No,Intel,1.2,"Core i5 7Y54",256,0,SSD,No,Intel,"HD Graphics 615"
Dell,"XPS 13",Ultrabook,13.3,8,"Windows 10",1.3,1268,"Quad HD+",3200,1800,No,No,No,Intel,2.5,"Core i7 6500U",256,0,SSD,No,Intel,"HD Graphics 520"
Dell,"Inspiron 3567",Notebook,15.6,4,Linux,2.25,465.62,Standard,1366,768,No,No,No,Intel,2,"Core i3 6006U",1024,0,HDD,No,AMD,"Radeon R5 M430"
Dell,"Latitude 5580",Notebook,15.6,4,"Windows 10",1.9,825,Standard,1366,768,No,No,No,Intel,2.5,"Core i5 7200U",500,0,HDD,No,Intel,"HD Graphics 620"
Dell,"Alienware 17",Gaming,17.3,32,"Windows 10",4.42,3149,"Full HD",1920,1080,No,Yes,No,Intel,2.8,"Core i7 7700HQ",256,1024,SSD,HDD,Nvidia,"GeForce GTX 1070"
Dell,"XPS 13","2 in 1 Convertible",13.3,16,"Windows 10",1.22,1899,"Quad HD+",3200,1800,Yes,No,No,Intel,1.3,"Core i7 7Y75",512,0,SSD,No,Intel,"HD Graphics 615"
Dell,"Latitude E7470",Ultrabook,14,8,"Windows 10",1.5,1962.98,Standard,2560,1440,Yes,No,No,Intel,2.6,"Core i7 6600U",256,0,SSD,No,Intel,"HD Graphics 520"
Dell,"Alienware 17",Gaming,17.3,32,"Windows 10",4.42,2800,"Full HD",1920,1080,No,No,No,Intel,2.6,"Core i7 6700HQ",256,1024,SSD,HDD,Nvidia,"GeForce GTX 1070"
Dell,"Inspiron 7579","2 in 1 Convertible",15.6,12,"Windows 10",2.19,1299,"Full HD",1920,1080,Yes,Yes,No,Intel,2.7,"Core i7 7500U",512,0,SSD,No,Intel,"HD Graphics 620"
Dell,"Inspiron 3567",Notebook,15.6,4,"Windows 10",2.25,599,Standard,1366,768,No,No,No,Intel,2.5,"Core i5 7200U",500,0,HDD,No,AMD,"Radeon R5 M430"
Dell,"Inspiron 5567",Notebook,15.6,8,"Windows 10",2.36,749,Standard,1366,768,No,No,No,Intel,2.7,"Core i7 7500U",1024,0,HDD,No,AMD,"Radeon R7 M445"
Dell,"Latitude 5480",Notebook,14,8,"Windows 10",1.6,1119,"Full HD",1920,1080,No,No,No,Intel,2.5,"Core i5 7200U",128,0,SSD,No,Intel,"HD Graphics 620 "
Dell,"Inspiron 5378","2 in 1 Convertible",13.3,8,"Windows 10",1.68,889,"Full HD",1920,1080,Yes,No,No,Intel,2.5,"Core i5 7200U",256,0,SSD,No,Intel,"HD Graphics 620"
Dell,"Vostro 3568",Notebook,15.6,4,"Windows 10",2.18,547,Standard,1366,768,No,No,No,Intel,2.4,"Core i3 7100U",128,0,SSD,No,Intel,"HD Graphics 620"
Dell,"Inspiron 7567",Gaming,15.6,8,"Windows 10",2.65,949,"Full HD",1920,1080,No,No,No,Intel,2.5,"Core i5 7300HQ",1024,0,Hybrid,No,Nvidia,"GeForce GTX 1050"
Dell,"Inspiron 5568","2 in 1 Convertible",15.6,4,"Windows 10",2.08,795.99,"Full HD",1920,1080,Yes,Yes,No,Intel,2.3,"Core i3 6100U",1024,0,HDD,No,Intel,"HD Graphics 520"
Dell,"Latitude E5570",Notebook,15.6,8,"Windows 10",2.09,1046.44,"Full HD",1920,1080,No,No,No,Intel,2.4,"Core i5 6300U",500,0,HDD,No,Intel,"HD Graphics 520"
Dell,"XPS 13",Ultrabook,13.3,8,"Windows 10",1.29,1624,"Quad HD+",3200,1800,Yes,No,No,Intel,2.5,"Core i5 7200U",256,0,SSD,No,Intel,"HD Graphics 620"
Dell,"Latitude E5570",Notebook,15.6,8,"Windows 7",2.09,1062.95,"Full HD",1920,1080,No,No,No,Intel,2.4,"Core i5 6300U",256,0,SSD,No,Intel,"HD Graphics 520"
Dell,"Inspiron 5578","2 in 1 Convertible",15.6,8,"Windows 10",2.3,1094,"Full HD",1920,1080,Yes,Yes,No,Intel,2.7,"Core i5 7200U",256,0,SSD,No,Intel,"HD Graphics 620"
Dell,"XPS 13",Ultrabook,13.3,16,"Windows 10",1.2,2254,"Quad HD+",3200,1800,Yes,No,No,Intel,2.7,"Core i7 7500U",1024,0,SSD,No,Intel,"HD Graphics 620"
Dell,"Inspiron 7378","2 in 1 Convertible",13.3,12,"Windows 10",1.6,1299,"Full HD",1920,1080,Yes,Yes,No,Intel,2.7,"Core i7 7500U",256,0,SSD,No,Intel,"HD Graphics 620"
Dell,"Inspiron 3567",Notebook,15.6,4,"Windows 10",2.25,559,"Full HD",1920,1080,No,No,No,Intel,2.5,"Core i5 7200U",1024,0,HDD,No,Intel,"HD Graphics"
Dell,"Inspiron 5567",Notebook,15.6,16,"Windows 10",2.32,989.99,"Full HD",1920,1080,No,No,No,Intel,2.7,"Core i7 7500U",2048,0,HDD,No,AMD,"Radeon R7 M445"
Dell,"XPS 13",Ultrabook,13.3,8,"Windows 10",1.29,1458,"Full HD",1920,1080,No,No,No,Intel,2.7,"Core i7 7500U",256,0,SSD,No,Intel,"HD Graphics 620"
Dell,"Inspiron 5368","2 in 1 Convertible",13.3,8,"Windows 10",1.62,798.01,"Full HD",1920,1080,Yes,No,No,Intel,2.5,"Core i7 6500U",256,0,SSD,No,Intel,"HD Graphics 520"
Dell,"Alienware 15",Gaming,15.6,16,"Windows 10",3.21,1329,"4K Ultra HD",3840,2160,No,No,No,Intel,2.6,"Core i7 6700HQ",256,1024,SSD,HDD,Nvidia,"GeForce GTX 970M"
Dell,"Latitude 3570",Notebook,15.6,4,"Windows 10",2.06,481.98,Standard,1366,768,No,No,No,Intel,2.3,"Core i3 6100U",500,0,HDD,No,Intel,"HD Graphics 520"
Dell,"Vostro 3568",Notebook,15.6,8,"Windows 10",2.18,750,"Full HD",1920,1080,No,No,No,Intel,2.5,"Core i5 7200U",256,0,SSD,No,Intel,"HD Graphics 620"
Dell,"Inspiron 3552",Notebook,15.6,4,Linux,2.2,393.49,Standard,1366,768,No,No,No,Intel,1.6,"Pentium Quad Core N3700",500,0,HDD,No,Intel,"HD Graphics"
Dell,"Inspiron 5370",Ultrabook,13.3,4,"Windows 10",1.4,818.35,"Full HD",1920,1080,No,Yes,No,Intel,1.6,"Core i5 8250U",256,0,SSD,No,AMD,"Radeon 530"
Dell,"Inspiron 5567",Notebook,15.6,8,"Windows 10",2.36,638.8,"Full HD",1920,1080,No,No,No,Intel,2.5,"Core i5 7200U",1024,0,HDD,No,AMD,"Radeon R7 M445"
Dell,"Latitude E5270",Ultrabook,12.5,4,"Windows 7",1.5,1135.15,Standard,1366,768,No,No,No,Intel,2.3,"Core i3 6100U",500,0,HDD,No,Intel,"HD Graphics 520"
Dell,"Latitude E5270",Ultrabook,12.5,4,"Windows 7",1.5,1166.97,Standard,1366,768,No,No,No,Intel,2.3,"Core i3 6100U",128,0,SSD,No,Intel,"HD Graphics 520"
Dell,"Latitude E5270",Ultrabook,12.5,8,"Windows 7",1.5,1413.1,Standard,1366,768,No,No,No,Intel,2.3,"Core i5 6200U",256,0,SSD,No,Intel,"HD Graphics 520"
Dell,"Vostro 3559",Notebook,15.6,4,"Windows 7",2.24,769.15,Standard,1366,768,No,No,No,Intel,2.3,"Core i5 6200U",500,0,HDD,No,AMD,"Radeon R5 M315"
Dell,"XPS 13",Ultrabook,13.3,8,"Windows 10",1.23,1379,"Full HD",1920,1080,No,No,No,Intel,2.4,"Core i7 7560U",256,0,SSD,No,Intel,"Iris Plus Graphics 640"
Dell,"Latitude E5570",Notebook,15.6,4,Linux,2.09,523.63,Standard,1366,768,No,No,No,Intel,2.3,"Core i5 6200U",500,0,HDD,No,Intel,"HD Graphics 520"
Dell,"Inspiron 5567",Notebook,15.6,8,"Windows 10",2.5,784,Standard,1366,768,No,No,No,Intel,2.5,"Core i5 7200U",1024,0,HDD,No,AMD,"Radeon R7 M445"
Dell,"Vostro 5568",Notebook,15.6,8,"Windows 10",2.18,1009.9,"Full HD",1920,1080,No,No,No,Intel,2.7,"Core i7 7500U",256,0,SSD,No,Nvidia,"GeForce 940MX"
Dell,"Inspiron 7567",Gaming,15.6,8,"Windows 10",2.62,1199,"Full HD",1920,1080,No,No,No,Intel,2.8,"Core i7 7700HQ",1024,0,HDD,No,Nvidia,"GeForce GTX 1050Ti"
Dell,"XPS 15",Notebook,15.6,8,"Windows 10",2.04,2250.68,"4K Ultra HD",3840,2160,Yes,Yes,No,Intel,2.3,"Core i5 6300HQ",256,0,SSD,No,Nvidia,"GeForce 960M"
Dell,"Inspiron 7567",Gaming,15.6,8,"Windows 10",2.62,1498,"4K Ultra HD",3840,2160,No,No,No,Intel,2.8,"Core i7 7700HQ",128,1024,SSD,HDD,Nvidia,"GeForce GTX 1050 Ti"
Dell,"Vostro 5568",Notebook,15.6,8,Linux,1.98,895.01,"Full HD",1920,1080,No,No,No,Intel,2.7,"Core i7 7500U",256,0,SSD,No,Nvidia,"GeForce GT 940MX"
Dell,"Inspiron 5578","2 in 1 Convertible",15.6,16,"Windows 10",2.09,1179,"Full HD",1920,1080,Yes,No,No,Intel,2.7,"Core i7 7500U",512,0,SSD,No,Intel,"HD Graphics 620"
