Company,Product,Price_euros,Laptop_Rank
HP,"Envy 13-ad009n",1119,110
HP,"ProBook 430",1103,111
HP,"EliteBook 840",1099.99,112
HP,"EliteBook 840",1099.99,112
HP,"Omen 15-AX205na",1099,114
HP,"15-cb003na (i5-7300HQ/8GB/1TB",1099,114
HP,"ProBook 430",1090,116
HP,"Probook 440",1084,117
HP,"EliteBook 840",1082,118
HP,"Probook 470",1080,119
HP,"ProBook 450",1070,120
HP,"ProBook 640",1060,121
HP,"Envy 17-U275cl",1059,122
HP,"ProBook 440",1049.26,123
HP,"Probook 470",1045,124
HP,"Probook 440",1031,125
HP,"EliteBook 840",1030.99,126
HP,"ProBook 450",1018.99,127
HP,"Probook 470",1018,128
HP,"ProBook 440",1010.51,129
HP,"EliteBook 840",1000,130
HP,"Probook 440",988,131
HP,"ProBook 640",980,132
HP,"ProBook 450",979,133
HP,"Noteb Pav",979,133
HP,"Probook 450",979,133
HP,"ProBook 470",977,136
HP,"ProBook 440",973,137
HP,"Probook 430",960,138
HP,"ProBook 430",959,139
HP,"Probook 650",940,140
HP,"EliteBook 850",932,141
HP,"ProBook 470",928,142
HP,"ProBook 470",923,143
HP,"ProBook 470",914,144
HP,"Probook 450",910,145
HP,"ProBook 470",910,145
HP,"ProBook 450",902,147
HP,"ProBook 450",900,148
HP,"Pavilion 15-cb003nv",899,149
HP,"ProBook 470",896,150
HP,"Probook 450",889,151
HP,"ProBook 450",879,152
HP,"ProBook 440",860,153
HP,"ProBook 450",846.5,154
HP,"ProBook 450",839,155
HP,"Pavilion X360",836.6,156
HP,"Probook 440",812,157
HP,"Probook 450",806,158
HP,"Probook 430",800,159
HP,"Pavilion 15-BC000nv",799,160
HP,"ProBook 450",794,161
HP,"Probook 440",779,162
HP,"ProBook x360",775,163
HP,"ProBook 450",769.99,164
HP,"15-AC110nv (i7-6500U/6GB/1TB/Radeon",764,165
HP,"ProBook 430",754,166
HP,"250 G6",752,167
HP,"15-bs012nv (i7-7500U/8GB/1TB/Radeon",745,168
HP,"ProBook 450",742,169
HP,"ProBook 430",726,170
HP,"Probook 440",722,171
HP,"ProBook 450",722,171
HP,"15-bs017nv (i7-7500U/8GB/256GB/Radeon",719,173
HP,"ProBook 430",719,173
HP,"ProBook 450",716,175
HP,"ProBook 450",705.5,176
HP,"ProBook 650",705.15,177
HP,"17-bs001nv (i5-7200U/6GB/2TB/Radeon",699,178
HP,"17-bs000nv I3",699,178
HP,"Envy 13-AD007nv",699,178
HP,"Pavilion X360",699,178
HP,"Pavilion 15-CK000nv",699,178
HP,"250 G6",690,183
HP,"15-bs011nv (i7-7500U/4GB/500GB/Radeon",689,184
HP,"ProBook 440",689,184
HP,"ProBook 450",685,186
HP,"Pavilion x360",684.8,187
HP,"Probook 440",684,188
HP,"250 G5",679,189
HP,"ProBook 430",675,190
HP,"ProBook 450",668.48,191
HP,"15-BS101nv (i7-8550U/8GB/256GB/FHD/W10)",659,192
HP,"Pavilion 14-BK001nv",659,192
HP,"17-ak002nv (A10-9620P/6GB/2TB/Radeon",655.01,194
HP,"ProBook 450",650,195
HP,"15-BW091ND (A9-9420/6GB/1TB",650,195
HP,"15-cd005nv (A9-9420/6GB/256GB/Radeon",649,197
HP,"17-BS092ND (i3-6006U/8GB/256GB/W10)",639.9,198
HP,"250 G6",639,199
HP,"15-bs078cl (i7-7500U/8GB/2TB/W10)",629,200
HP,"15-ba043na (A12-9700P/8GB/2TB/W10)",629,200
HP,"15-BS103nv (i5-8250U/6GB/256GB/Radeon",619,202
HP,"15-BS026nv (i5-7200U/8GB/256GB/Radeon",618.99,203
HP,"Chromebook X360",615,204
HP,"Chromebook 13",615,204
HP,"250 G6",612.61,206
HP,"250 G6",598.99,207
HP,"15-BS078nr (i7-7500U/8GB/1TB/W10)",598,208
HP,"15-bs024nv (i5-7200U/8GB/128GB/W10)",589,209
HP,"15-bs025nv (i5-7200U/8GB/256GB/W10)",579,210
HP,"15-bs053od (i7-7500U/6GB/1TB/W10)",579,210
HP,"250 G6",575,212
HP,"17-Y002nv (A10-9600P/6GB/2TB/Radeon",569,213
HP,"15-bw007nv (A10-9620P/6GB/128GB/Radeon",568.9,214
HP,"15-bs015dx (i5-7200U/8GB/1TB/W10)",559,215
HP,"Pavilion 15-AW003nv",549.99,216
HP,"17-X047na (i3-6006U/8GB/1TB/W10)",544.15,217
HP,"250 G6",539,218
HP,"15-ay047nv (i3-6006U/6GB/1TB/Radeon",539,218
HP,"15-bw009nv (A12-9720P/6GB/1TB/Radeon",529,220
HP,"15-bs190od (i5-8250U/4GB/1TB/W10)",521.47,221
HP,"17-AK091ND (A9-9420/8GB/1TB/W10)",520.9,222
HP,"250 G5",500,223
HP,"15-bs005nv (i3-6006U/4GB/1TB",499,224
HP,"15-BW004nv (A9-9420/4GB/256GB/Radeon",499,224
HP,"250 G5",499,224
HP,"Chromebook X360",495,227
HP,"15-BW037na (A9-9420/4GB/1TB/Radeon",489,228
HP,"17-BS037cl (i3-6006U/8GB/1TB/W10)",489,228
HP,"15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10)",488.99,230
HP,"250 G6",488.69,231
HP,"250 G6",485,232
HP,"15-bw002nv (A6-9220/4GB/256GB/Radeon",478.89,233
HP,"15-bs023nv (i3-6006U/4GB/1TB/FHD/W10)",478,234
HP,"250 G4",476.99,235
HP,"15-BS028nv (i3-6006U/4GB/1TB/Radeon",469,236
HP,"250 G6",469,236
HP,"15-BW094nd (A6-9220/8GB/128GB/W10)",445.9,238
HP,"250 G6",439,239
HP,"17-ak001nv (A6-9220/4GB/500GB/Radeon",439,239
HP,"15-bs002nv (i3-6006U/4GB/128GB/FHD/W10)",439,239
HP,"250 G6",438.69,242
HP,"255 G6",399,243
HP,"250 G6",398.99,244
HP,"255 G6",398.49,245
HP,"15-bw011nv (A6-9220/4GB/1TB/FHD/W10)",398,246
HP,"250 G6",397,247
HP,"250 G6",393.9,248
HP,"15-AY023na (N3710/8GB/2TB/W10)",389,249
HP,"14-am079na (N3710/8GB/2TB/W10)",389,249
HP,"Chromebook 11",385,251
HP,"255 G6",369,252
HP,"250 G6",364.9,253
HP,"15-bs018nq (i3-6006U/4GB/500GB/FHD/No",349,254
HP,"15-bw000nv (E2-9000e/4GB/500GB/Radeon",349,254
HP,"15-ra044nv (N3060/4GB/500GB/W10)",347,256
HP,"250 G6",345.99,257
HP,"250 G6",344.99,258
HP,"15-rb013nv (E2-9000e/4GB/500GB/W10)",330,259
HP,"250 G6",299,260
HP,"15-BA015wm (E2-7110/4GB/500GB/W10)",297,261
HP,"250 G6",288.9,262
HP,"Stream 14-AX001nv",279,263
HP,"250 G6",259,264
HP,"255 G6",258,265
HP,"Stream 14-AX000nv",249,266
HP,"Stream 14-AX040wm",229,267
HP,"Stream 11-Y000na",209,268
Huawei,"MateBook X",1499,1
Huawei,"MateBook X",1349,2
Lenovo,"Thinkpad P51",4899,1
Lenovo,"Thinkpad P51s",3299,2
Lenovo,"IdeaPad Y900-17ISK",3240,3
Lenovo,"Thinkpad P71",2999,4
Lenovo,"ThinkPad P70",2968,5
Lenovo,"Thinkpad Yoga",2824,6
Lenovo,"IdeaPad Y900-17ISK",2749.99,7
Lenovo,"IdeaPad Y910-17ISK",2663,8
Lenovo,"Thinkpad X1",2625,9
Lenovo,"ThinkPad X1",2620,10
Lenovo,"ThinkPad X1",2590,11
Lenovo,"ThinkPad X1",2509,12
Lenovo,"Thinkpad X1",2499,13
Lenovo,"ThinkPad X1",2499,13
Lenovo,"ThinkPad X1",2450,15
Lenovo,"Thinkpad P51",2449,16
Lenovo,"Thinkpad T570",2445,17
Lenovo,"ThinkPad X1",2440,18
Lenovo,"ThinkPad T470s",2382,19
Lenovo,"Thinkpad P50",2370,20
Lenovo,"ThinkPad X1",2339,21
Lenovo,"ThinkPad X1",2330,22
Lenovo,"ThinkPad T460s",2299,23
Lenovo,"ThinkPad T470s",2299,23
Lenovo,"IdeaPad Y900-17ISK",2289.99,25
Lenovo,"Thinkpad X1",2282,26
Lenovo,"Thinkpad X1",2099,27
Lenovo,"Yoga 920-13IKB",2099,27
Lenovo,"Thinkpad P51",2090,29
Lenovo,"ThinkPad P40",2050.38,30
Lenovo,"ThinkPad X1",2049,31
Lenovo,"ThinkPad Yoga",2025,32
Lenovo,"ThinkPad Yoga",1970,33
Lenovo,"ThinkPad T570",1962.99,34
Lenovo,"ThinkPad Yoga",1950,35
Lenovo,"Thinkpad T470p",1943,36
Lenovo,"ThinkPad P51",1925,37
Lenovo,"ThinkPad T470p",1903,38
Lenovo,"Yoga 720-15IKB",1899,39
Lenovo,"ThinkPad X1",1875,40
Lenovo,"Thinkpad T470s",1859,41
Lenovo,"Thinkpad T460s",1858,42
Lenovo,"ThinkPad P51s",1855,43
Lenovo,"Yoga 920-13IKB",1849,44
Lenovo,"Yoga 920-13IKB",1849,44
Lenovo,"ThinkPad Yoga",1825,46
Lenovo,"Yoga 900-13ISK",1799,47
Lenovo,"ThinkPad T470s",1799,47
Lenovo,"Thinkpad X270",1798,49
Lenovo,"ThinkPad X270",1760,50
Lenovo,"Thinkpad Yoga",1757.42,51
Lenovo,"Yoga 910-13IKB",1749,52
Lenovo,"Legion Y720-15IKB",1749,52
Lenovo,"ThinkPad T570",1729,54
Lenovo,"ThinkPad Yoga",1713.49,55
Lenovo,"Yoga 720-15IKB",1699,56
Lenovo,"ThinkPad X1",1686.64,57
Lenovo,"Thinkpad T460s",1673,58
Lenovo,"ThinkPad Yoga",1669,59
Lenovo,"Thinkpad X270",1650,60
Lenovo,"ThinkPad Yoga",1650,60
Lenovo,"ThinkPad T470s",1650,60
Lenovo,"ThinkPad X1",1637,63
Lenovo,"Yoga 920-13IKB",1599,64
Lenovo,"Thinkpad X270",1584,65
Lenovo,"Thinkpad T560",1529,66
Lenovo,"ThinkPad T460",1499,67
Lenovo,"ThinkPad 13",1499,67
Lenovo,"Legion Y720-15IKB",1499,67
Lenovo,"Yoga 900-13ISK",1499,67
Lenovo,"ThinkPad T470s",1499,67
Lenovo,"Yoga 730",1499,67
Lenovo,"Thinkpad T460",1488.99,73
Lenovo,"Thinkpad T470",1480,74
Lenovo,"Thinkpad T470p",1474,75
Lenovo,"ThinkPad T470",1465,76
Lenovo,"ThinkPad X270",1429,77
Lenovo,"ThinkPad Yoga",1399,78
Lenovo,"Yoga 900S-12ISK",1399,78
Lenovo,"Legion Y720-15IKB",1399,78
Lenovo,"Legion Y520-15IKBN",1398,81
Lenovo,"ThinkPad T570",1390,82
Lenovo,"Thinkpad T470",1364,83
Lenovo,"ThinkPad T560",1349,84
Lenovo,"Yoga 910-13IKB",1349,84
Lenovo,"ThinkPad T470",1345,86
Lenovo,"ThinkPad L470",1340,87
Lenovo,"IdeaPad Y700-15ISK",1305,88
Lenovo,"Legion Y720-15IKB",1299,89
Lenovo,"Yoga 720-15IKB",1299,89
Lenovo,"Yoga 700-11ISK",1299,89
Lenovo,"IdeaPad Y700-15ISK",1272,92
Lenovo,"Legion Y520-15IKBN",1249,93
Lenovo,"ThinkPad E580",1229.56,94
Lenovo,"ThinkPad E480",1215.38,95
Lenovo,"ThinkPad T460",1199,96
Lenovo,"Yoga 900-13ISK",1199,96
Lenovo,"Legion Y520-15IKBN",1199,96
Lenovo,"IdeaPad Y700-15ISK",1196,99
Lenovo,"Thinkpad T460p",1191,100
Lenovo,"Legion Y520-15IKBN",1189,101
Lenovo,"Thinkpad T460",1186,102
Lenovo,"Legion Y520-15IKBN",1179,103
Lenovo,"Legion Y520-15IKBN",1149,104
Lenovo,"ThinkPad E580",1144.5,105
Lenovo,"Legion Y520-15IKBN",1129,106
Lenovo,"ThinkPad E480",1116.02,107
Lenovo,"Legion Y520-15IKBN",1109,108
Lenovo,"IdeaPad 720S-14IKB",1099,109
Lenovo,"IdeaPad 500-15ISK",1099,109
Lenovo,"Thinkpad X260",1099,109
Lenovo,"Thinkpad T570",1097,112
Lenovo,"Thinkpad T460",1096,113
Lenovo,"Yoga 910-13IKB",1079,114
Lenovo,"Legion Y520-15IKBN",1079,114
Lenovo,"ThinkPad L460",1072,116
Lenovo,"ThinkPad L570",1055,117
Lenovo,"Thinkpad L560",1049.6,118
Lenovo,"ThinkPad E480",1049,119
Lenovo,"Legion Y520-15IKBN",1048,120
Lenovo,"Yoga 720-13IKB",1034,121
Lenovo,"IdeaPad Y700-15ISK",1029,122
Lenovo,"Legion Y520-15IKBN",1017,123
Lenovo,"Thinkpad E570",1011.99,124
Lenovo,"Thinkpad 13",1010,125
Lenovo,"ThinkPad T460",1002,126
Lenovo,"IdeaPad Y700-15ACZ",999,127
Lenovo,"Flex 5",999,127
Lenovo,"Legion Y520-15IKBN",999,127
Lenovo,"Legion Y520-15IKBN",999,127
Lenovo,"IdeaPad 720S-13IKB",999,127
Lenovo,"ThinkPad L470",990,132
Lenovo,"Legion Y520-15IKBN",989,133
Lenovo,"Ideapad 700-15ISK",977,134
Lenovo,"ThinkPad 13",960,135
Lenovo,"Yoga 510-15IKB",959,136
Lenovo,"IdeaPad 320-15ABR",949,137
Lenovo,"ThinkPad 13",949,137
Lenovo,"IdeaPad 320-17IKB",949,137
Lenovo,"ThinkPad 13",949,137
Lenovo,"ThinkPad L470",938,141
Lenovo,"ThinkPad L570",911,142
Lenovo,"IdeaPad Y700-15ISK",899,143
Lenovo,"Yoga 520-14IKB",899,143
Lenovo,"IdeaPad 320-15ABR",899,143
Lenovo,"IdeaPad 320-15IKB",899,143
Lenovo,"Ideapad 520-15IKBR",898.9,147
Lenovo,"B51-80 (i7-6500U/8GB/1008GB/Radeon",895,148
Lenovo,"ThinkPad 13",881,149
Lenovo,"V330-15IKB (i7-8550U/8GB/256GB/FHD/W10)",880,150
Lenovo,"Legion Y520-15IKBN",869,151
Lenovo,"Yoga 500-15ISK",867,152
Lenovo,"IdeaPad 320-17IKB",859,153
Lenovo,"Thinkpad E470",859,153
Lenovo,"Thinkpad E470",857.07,155
Lenovo,"ThinkPad E570",850.66,156
Lenovo,"IdeaPad 320-17IKBR",849,157
Lenovo,"Yoga 500-15ISK",847,158
Lenovo,"Yoga 500-14IBD",833.01,159
Lenovo,"IdeaPad 310-15IKB",831,160
Lenovo,"Thinkpad E570",830,161
Lenovo,"V330-15IKB (i5-8250U/4GB/256GB/FHD/W10)",829,162
Lenovo,"Legion Y520-15IKBN",829,162
Lenovo,"B51-80 (i7-6500U/4GB/1008GB/FHD/W7)",825,164
Lenovo,"Legion Y520-15IKBN",819,165
Lenovo,"IdeaPad 320-15IKB",819,165
Lenovo,"V310-15ISK (i5-7200U/8GB/1TB",817.95,167
Lenovo,"V310-15IKB (i5-7200U/8GB/1TB",813,168
Lenovo,"Legion Y520-15IKBN",809,169
Lenovo,"IdeaPad 510s-14IKB",799,170
Lenovo,"IdeaPad 320-15IKB",799,170
Lenovo,"IdeaPad Y700-15ISK",789,172
Lenovo,"IdeaPad 510-15IKB",789,172
Lenovo,"B51-80 (i5-6200U/8GB/1008GB/Radeon",788.49,174
Lenovo,"ThinkPad E470",785,175
Lenovo,"V310-15IKB (i7-7500U/4GB/1TB/FHD/W10)",779,176
Lenovo,"Legion Y520-15IKBN",779,176
Lenovo,"V330-15IKB (i5-8250U/8GB/256GB/FHD/W10)",739,178
Lenovo,"Thinkpad 13",735,179
Lenovo,"IdeaPad 320-17IKB",719,180
Lenovo,"IdeaPad 510-15IKB",709,181
Lenovo,"IdeaPad 520s-14IKB",699,182
Lenovo,"IdeaPad 320-17IKBR",698,183
Lenovo,"IdeaPad 310-15IKB",695,184
Lenovo,"IdeaPad 310-15IKB",685,185
Lenovo,"V330-15IKB (i5-8250U/4GB/500GB/FHD/W10)",685,185
Lenovo,"IdeaPad 510-15ISK",669,187
Lenovo,"IdeaPad 320-15IKB",659.01,188
Lenovo,"IdeaPad 300-17ISK",659,189
Lenovo,"IdeaPad 320-17IKB",649,190
Lenovo,"Yoga Book",646.27,191
Lenovo,"Yoga 500-14ISK",638,192
Lenovo,"V330-15IKB (i3-7130U/4GB/128GB/FHD/W10)",630,193
Lenovo,"IdeaPad 310-15ISK",629,194
Lenovo,"Yoga 520-14IKB",629,194
Lenovo,"IdeaPad 320-15IKBN",629,194
Lenovo,"V310-15IKB (i5-7200U/4GB/1TB/FHD/W10)",621.45,197
Lenovo,"Ideapad 320-15IKBR",609,198
Lenovo,"IdeaPad 310-15IKB",609,198
Lenovo,"IdeaPad 520S-14IKB",599,200
Lenovo,"IdeaPad 320s-14IKB",599,200
Lenovo,"B51-80 (i5-6200U/8GB/1TB/Radeon",599,200
Lenovo,"IdeaPad 320-15ABR",597.57,203
Lenovo,"IdeaPad 320-15IKBN",597,204
Lenovo,"IdeaPad 320-17IKB",589,205
Lenovo,"IdeaPad 320-17IKB",589,205
Lenovo,"IdeaPad 320-15ISK",589,205
Lenovo,"Ideapad 320-15IKBN",579,208
Lenovo,"Ideapad 320-15ISK",579,208
Lenovo,"V510-15IKB (i5-7200U/8GB/256GB/FHD/No",573,210
Lenovo,"IdeaPad 310-15ISK",569,211
Lenovo,"ThinkPad E570",565,212
Lenovo,"IdeaPad 310-15IKB",564,213
Lenovo,"Yoga 11e",553,214
Lenovo,"IdeaPad 320-15ABR",549,215
Lenovo,"V310-15ISK (i5-7200U/4GB/1TB/FHD/W10)",549,215
Lenovo,"Yoga Book",549,215
Lenovo,"Ideapad 510S-13IKB",549,215
Lenovo,"IdeaPad 320-15IKBN",549,215
Lenovo,"IdeaPad 320-15IKBN",549,215
Lenovo,"V110-15ISK (i5-6200U/4GB/500GB/W10)",540,221
Lenovo,"IdeaPad 320-17IKB",539,222
Lenovo,"IdeaPad 320-15ISK",535,223
Lenovo,"V320-17ISK (i3-6006U/4GB/500GB/FHD/No",529,224
Lenovo,"IdeaPad 320-15AST",519,225
Lenovo,"IdeaPad 320-15IKBN",519,225
Lenovo,"IdeaPad 320-15ISK",499,227
Lenovo,"IdeaPad 310-15ABR",499,227
Lenovo,"IdeaPad 320-15ISK",499,227
Lenovo,"IdeaPad 320-15IKBN",499,227
Lenovo,"IdeaPad 320-15IKB",499,227
Lenovo,"V110-15IKB (i5-7200U/4GB/128GB/W10)",498,232
Lenovo,"V110-15ISK (i5-6200U/4GB/128GB/W10)",493,233
Lenovo,"V310-15IKB (i5-7200U/4GB/1TB/No",489.9,234
Lenovo,"V110-15ISK (i3-6006U/4GB/500GB/W10)",489.9,234
Lenovo,"IdeaPad 320-17ISK",489,236
Lenovo,"IdeaPad 110-17ACL",489,236
Lenovo,"IdeaPad 110-15ISK",479,238
Lenovo,"Yoga Book",479,238
Lenovo,"N23 (N3060/4GB/128GB/W10)",475,240
Lenovo,"IdeaPad 110-15ISK",469,241
Lenovo,"IdeaPad 320-15IKBN",468,242
Lenovo,"320-15ISK (i3-6006U/4GB/1TB/GeForce",468,242
Lenovo,"IdeaPad 320-15IKBN",467,244
Lenovo,"V310-15ISK (i5-6200U/4GB/1TB/FHD/No",462.35,245
Lenovo,"ThinkPad 13",459.9,246
Lenovo,"IdeaPad 110-15ISK",459,247
Lenovo,"IdeaPad 320-15ISK",459,247
Lenovo,"IdeaPad 310-15ISK",459,247
Lenovo,"V310-15ISK (i3-6006U/4GB/500GB/No",450,250
Lenovo,"V310-15ISK (i3-6006U/4GB/1TB/FHD/W10)",449,251
Lenovo,"IdeaPad 320-15ISK",444,252
Lenovo,"IdeaPad 320-15ABR",429,253
Lenovo,"V110-15ISK (i3-6006U/4GB/128GB/W10)",429,253
Lenovo,"Ideapad 320-15IAP",419,255
Lenovo,"Ideapad 310-15ISK",414.9,256
Lenovo,"IdeaPad 320-15ISK",409,257
Lenovo,"V310-15ISK (i3-6006U/4GB/128GB/FHD/No",403.5,258
Lenovo,"IdeaPad 320-15AST",399,259
Lenovo,"IdeaPad 320-15AST",399,259
Lenovo,"V110-15ISK (i5-6200U/4GB/500GB/No",398,261
Lenovo,"IdeaPad 110-17ACL",379,262
Lenovo,"IdeaPad 320-15ISK",369,263
Lenovo,"V110-15ISK (i3-6006U/4GB/1TB/Radeon",368,264
Lenovo,"IdeaPad 320-15IAP",359.99,265
Lenovo,"IdeaPad 320-15IAP",349,266
Lenovo,"IdeaPad 320-15AST",349,266
Lenovo,"IdeaPad 320-15IAP",344,268
Lenovo,"V110-15ISK (i3-6006U/4GB/1TB/No",339,269
Lenovo,"IdeaPad 110-15IBR",329,270
Lenovo,"N42-20 Chromebook",325,271
Lenovo,"IdeaPad 320-15IAP",321.99,272
Lenovo,"Yoga Book",319,273
Lenovo,"V110-15ISK (3855U/4GB/500GB/W10)",318,274
Lenovo,"IdeaPad 320-15AST",309,275
Lenovo,"IdeaPad 320-15IAP",309,275
Lenovo,"IdeaPad 320-15IAP",306,277
Lenovo,"Lenovo IdeaPad",304.45,278
Lenovo,"IdeaPad 320-15AST",299,279
Lenovo,"IdeaPad 320-14IAP",299,279
Lenovo,"110-15ACL (A6-7310/4GB/500GB/W10)",298,281
Lenovo,"IdeaPad 120S-14IAP",292,282
Lenovo,"IdeaPad 100S-14IBR",274,283
Lenovo,"V110-15IAP (N3350/4GB/128GB/No",270.62,284
Lenovo,"Chromebook N23",265,285
Lenovo,"V110-15IAP (N3350/4GB/1TB/No",252.36,286
Lenovo,"IdeaPad 100S-14IBR",249,287
Lenovo,"IdeaPad 120S-14IAP",249,287
Lenovo,"IdeaPad 100S-14IBR",229,289
LG,"Gram 15Z975",2299,1
LG,"Gram 15Z970",2099,2
LG,"Gram 14Z970",1899,3
Mediacom,"SmartBook Edge",389,1
Mediacom,"SmartBook Edge",369,2
Mediacom,"FlexBook Edge",299,3
Mediacom,"Smartbook 142",265,4
Mediacom,"SmartBook 130",255,5
Mediacom,"SmartBook 141",249,6
Mediacom,"SmartBook 140",239,7
Microsoft,"Surface Laptop",2589,1
Microsoft,"Surface Laptop",1867.85,2
Microsoft,"Surface Laptop",1799,3
Microsoft,"Surface Laptop",1340,4
Microsoft,"Surface Laptop",1089,5
Microsoft,"Surface Laptop",989,6
MSI,"GT80S 6QF-074US",2799,1
MSI,"GT73VR Titan",2729,2
MSI,"GS73VR Stealth",2649,3
MSI,"GT72VR Dominator",2499,4
MSI,"GT73EVR 7RE",2499,4
MSI,"GS73VR 7RG",2449,6
MSI,"GE72MVR 7RG",2415,7
MSI,"GT72S Dominator",2399,8
MSI,"GT80S 6QE",2349,9
MSI,"GS63VR 7RF",2299,10
MSI,"GT62VR 7RE",2267.86,11
MSI,"GE73VR 7RF",2249,12
MSI,"GS63VR 7RG",2241.5,13
MSI,"Laptop MSI",2199,14
MSI,"GS60 Ghost",2153.37,15
MSI,"GE63VR 7RF",2099,16
MSI,"GS63VR 7RF",2094.48,17
MSI,"GS73VR 7RF",2048.9,18
MSI,"GE72MVR 7RG",2029,19
MSI,"GS73VR Stealth",1948.99,20
MSI,"GS63VR 6RF",1929,21
MSI,"GS43VR 7RE",1891,22
MSI,"GE73VR 7RE",1890,23
MSI,"GT62VR 6RD",1819,24
MSI,"GE63VR 7RE",1799,25
MSI,"GS40 Phantom",1769,26
MSI,"GS70 Stealth",1599,27
MSI,"GE72VR 6RF",1599,27
MSI,"GE72VR Apache",1598,29
MSI,"GT72S Dominator",1545.64,30
MSI,"GE72 Apache",1511.19,31
MSI,"GP72M 7REX",1492.8,32
MSI,"GP72VR Leopard",1486.77,33
MSI,"GP62MVR 6RF",1476.11,34
MSI,"GP72MVR 7RFX",1409,35
MSI,"Leopard GP72M",1349,36
MSI,"GL72M 7REX",1348.48,37
MSI,"GP62M 7REX",1299,38
MSI,"GP62 7RDX",1294,39
MSI,"GE62 Apache",1229,40
MSI,"GL72M 7REX",1199,41
MSI,"GP62M Leopard",1199,41
MSI,"GL62M 7RD",1199,41
MSI,"GL72M 7RDX",1191.8,44
MSI,"GL62M 7REX",1191.8,44
MSI,"GL62 6QF",1169,46
MSI,"GL62M 7RDX",1149,47
MSI,"GP62M 7RDX",1142.8,48
MSI,"GL62M 7RD",1119.91,49
MSI,"GL72M 7RDX",1095,50
MSI,"GL62M (i5-7300HQ/8GB/1TB",1089,51
MSI,"GV62 7RD-1686NL",1027.74,52
MSI,"GV62M 7RD",997.9,53
MSI,"PL60 7RD",839,54
Razer,"Blade Pro",6099,1
Razer,"Blade Pro",5499,2
Razer,"Blade Pro",3499,3
Razer,"Blade Pro",2899,4
Razer,"Blade Pro",2599,5
Razer,"Blade Stealth",1799,6
Razer,"Blade Stealth",1029,7
Samsung,"Notebook 9",1849,1
Samsung,"Notebook 9",1799,2
Samsung,"Notebook Odyssey",1699,3
Samsung,"Notebook 9",1699,3
Samsung,"Notebook 9",1649,5
Samsung,"Notebook 9",1599,6
Samsung,"Notebook 9",1499,7
Samsung,"Chromebook Plus",659,8
Samsung,"Chromebook 3",269,9
Toshiba,"Portege X30-D-10L",2799,1
Toshiba,"Portege X30-D-10K",2226,2
Toshiba,"Tecra Z50-C-140",1975,3
Toshiba,"Portege Z30T-C-133",1877,4
Toshiba,"Tecra X40-D-10H",1865,5
Toshiba,"Portege X20W-D-10V",1790,6
Toshiba,"Tecra Z40-C-161",1764,7
Toshiba,"Portege Z30-C-16P",1747,8
Toshiba,"Tecra Z40-C-136",1725,9
Toshiba,"Portege X30-D-10J",1672,10
Toshiba,"Port̩g̩ Z30-C-16K",1590,11
Toshiba,"Tecra X40-D-10G",1535,12
Toshiba,"Portege Z30-C-16Z",1535,12
Toshiba,"Tecra Z40-C-12Z",1490,14
Toshiba,"Portege X30-D-10V",1475,15
Toshiba,"Portege Z30-C-1CW",1460,16
Toshiba,"Tecra A50-C-218",1425,17
Toshiba,"Tecra A50-C-21G",1403,18
Toshiba,"Tecra Z50-C-144",1399,19
Toshiba,"Tecra A50-D-11D",1388,20
Toshiba,"Portege Z30-C-16L",1363,21
Toshiba,"Portege X30-D-10X",1285,22
Toshiba,"Tecra Z50-D-10E",1258,23
Toshiba,"Portege Z30-C-16J",1213,24
Toshiba,"Portege A30-C-1CZ",1210,25
Toshiba,"Portege Z30-C-16H",1195,26
Toshiba,"Portege Z30-C-1CV",1195,26
Toshiba,"Tecra A40-C-1DF",1180,28
Toshiba,"Tecra A50-C-1ZV",1119,29
Toshiba,"Tecra Z40-C-12X",1105,30
Toshiba,"Port̩g̩ Z30-C-188",1095,31
Toshiba,"Tecra X40-D-10Z",1090,32
Toshiba,"Tecra A50-D-11M",1064,33
Toshiba,"Satellite Pro",1043,34
Toshiba,"Tecra A40-C-1E5",1020,35
Toshiba,"Satellite Pro",973,36
Toshiba,"Satellite Pro",943,37
Toshiba,"Tecra A40-C-1KF",915,38
Toshiba,"Satellite Pro",860,39
Toshiba,"Satellite Pro",812,40
Toshiba,"Satellite Pro",793,41
Toshiba,"Satellite Pro",780,42
Toshiba,"Satellite Pro",669,43
Toshiba,"Satellite Pro",602,44
Toshiba,"Satellite Pro",499,45
Toshiba,"Satellite Pro",498,46
Toshiba,"Satellite Pro",489,47
Toshiba,"Satellite Pro",447,48
Vero,"K147 (N3350/4GB/32GB/FHD/W10)",260,1
Vero,"V142 (X5-Z8350/2GB/32GB/W10)",210.8,2
Vero,"K146 (N3350/4GB/32GB/W10)",202.9,3
Vero,"V131 (X5-Z8350/4GB/32GB/FHD/W10)",196,4
Xiaomi,"Mi Notebook",1399.95,1
Xiaomi,"Mi Notebook",1199,2
Xiaomi,"Mi Notebook",999.9,3
Xiaomi,"Mi Notebook",935,4
